-5.530584981828299274e-01,-3.373429383585860863e-01,-5.840372246043432636e-01,-5.795971224383318354e-01,5.792666861147715007e-01,-6.400101114206413477e-01,-8.022540635214714388e-01,-5.032185638087055546e-01,3.226753823349420291e-01,5.035882702095962893e-01,-1.410192568820954340e-01,5.336830395069616095e-01,-2.257632775038350137e-01,-3.497629181717148983e-01,-5.360147024613372002e-01,-7.650237754567197346e-01,-6.824947550138561470e-01,5.505173688377853480e-01,2.007119843066377529e-01,-1.463469067401856061e-01,-7.121961263158308464e-01,-7.746842624475582806e-01,-7.482563810618970690e-01,-6.774698998836804487e-01,-8.052036918633291851e-01,-1.022181383014183487e+00,-1.066913980851013077e+00,-8.494343602907297175e-01,-1.089988927326117629e+00,-5.644553879670025642e-01,0.000000000000000000e+00
3.273855098935423702e-01,7.261267384335365893e-01,2.863117064395730438e-01,1.584475058016305837e-01,-4.120679202724290002e-01,1.627962057361383164e-02,-4.400431472293752644e-01,-4.201619407117350158e-01,-3.089378255416250774e-01,5.279017992030574091e-02,-7.210193071052927172e-01,-1.308601753779295995e+00,-7.534659084830729325e-01,-4.577913125025317442e-01,-1.250376999110487386e+00,-6.443023702829810961e-01,-4.692950975127763158e-01,-9.387295708038778663e-01,-1.068190733008504978e+00,-4.614302747062019594e-01,3.170040477822322345e-01,3.831350947837792176e-01,1.947632633682213343e-01,1.626365847633729489e-01,-9.944584117346567942e-02,4.811439951026841855e-01,4.356703878983717582e-01,1.217180209428536664e-01,4.436670922760806990e-01,7.633075984811694692e-01,1.000000000000000000e+00
-1.098365754797873572e+00,-6.305533962925196079e-01,-1.075848215454526580e+00,-9.501836929958158429e-01,-5.401657157854912183e-01,-4.487896841661790925e-01,-5.677272033365023951e-01,-6.329622949198118187e-01,-5.206925426331907580e-01,6.155789907531600269e-01,-1.049457418930500818e+00,-3.517167823599813281e-01,-9.293502844557963716e-01,-7.263001769451566947e-01,1.076384004441108155e+00,2.996719507283360784e-01,-1.911076750502477550e-01,-1.340074198876060885e-01,2.697267313361824126e-01,7.924729243422306002e-01,-1.126361186315051333e+00,-5.922992160201187017e-01,-1.077687754005583587e+00,-9.197102714768253806e-01,6.019284203816792633e-01,-1.887111264092750096e-01,-4.504322075933632763e-01,-4.762304583773536715e-01,-3.393387236389657224e-01,6.009392533103369294e-01,0.000000000000000000e+00
-1.667991914138408915e-01,-1.147162298366592115e+00,-1.857279882960298778e-01,-2.519565013468342274e-01,1.017465706188555030e-01,-4.368502521374068026e-01,-2.782095697248651578e-01,-2.860928896887336356e-02,2.679112313629852804e-01,-7.283096557696281392e-01,-4.882252608116012804e-01,-7.769989918796766926e-01,-4.000140524613318704e-01,-3.691244226546312457e-01,4.736929020884889652e-01,-6.079741696519950223e-01,-2.660425468935511129e-01,2.196096510653212097e-01,-8.987642423881464504e-02,-5.654493937826179373e-01,-2.400479579167196231e-01,-1.045004956259656836e+00,-2.252170583773461243e-01,-2.977607542804924234e-01,5.098730485525669875e-01,-4.896052123306011694e-01,-1.592225294864422491e-01,2.161229247316309443e-01,1.233465312199255870e-01,-6.292918944004068926e-01,0.000000000000000000e+00
-6.780247444904439202e-01,-1.226282580666224753e+00,-7.302624354517599503e-01,-6.472867646429988353e-01,-1.297366018151594913e+00,-1.154921807010705459e+00,-8.330137427213203383e-01,-5.491318523529936657e-01,1.056515005359161430e+00,-2.364010478124475012e-01,5.656640650451105756e-01,9.279747247075866012e-02,4.212417306480072954e-01,-5.516002609643242544e-02,3.310204508678462609e-01,-6.180342867498066495e-01,-5.555033571555146876e-01,1.080942975267176420e+00,1.049472294266480477e+00,-6.770335397009550338e-01,-6.127965119160178054e-01,-1.207848747712728210e+00,-6.720046347024181133e-01,-6.097902605053343583e-01,-1.261096961874173195e+00,-1.076762170692935561e+00,-9.827174429469528461e-01,-4.827778952530269452e-01,3.239513270328708283e-01,-9.457162121224048645e-01,0.000000000000000000e+00
-7.263071578365675185e-01,-5.809488318341184815e-02,-7.319100434613079464e-01,-6.973429706430889219e-01,-7.757233286456224342e-01,-5.139827733391570952e-01,-4.262326790171982460e-01,-8.934815164351544992e-01,8.009489674900300837e-01,-1.809002295536888891e-02,-4.286732954806568574e-01,4.048646228009105674e-01,-3.267495220814753965e-01,-4.408499960799800443e-01,7.901023329119787053e-02,-2.799025731844739240e-01,4.169921256604523507e-01,-4.861646038503609768e-01,-2.254843482266923882e-01,-1.724462493448136458e-01,-6.624963191159243259e-01,2.121491137580541475e-01,-6.204751342329263286e-01,-6.329947082921959511e-01,-3.273924761788874482e-01,-3.852782988187671287e-01,-7.766462952239508444e-02,-7.303623687377882590e-01,2.171778066808191243e-01,-6.127976538981592947e-02,0.000000000000000000e+00
-1.809999012215240122e-01,7.005290000424789776e-01,-2.083825984273195986e-01,-2.670302451991339310e-01,-6.291225182251181103e-01,-5.185311283977372954e-01,-5.183861669057246990e-01,-3.889512220945505194e-01,-9.560466894928237522e-03,-7.963546505302768752e-01,-6.185177425356672698e-01,2.470167037385666842e-01,-5.599089397092623654e-01,-4.430501670439478401e-01,-8.620279204374776683e-01,-6.515680104091784441e-01,-3.628610538769340699e-01,7.114989162415263045e-03,-5.003325513092663490e-01,-6.955678554636619548e-01,-2.317646567167350180e-01,1.000313064390919715e+00,-2.460671452725162467e-01,-3.195588718984533894e-01,-7.087647308994970974e-01,-5.290458747558067776e-01,-2.110357835812486371e-01,2.069869663004590965e-01,-4.813821358791514626e-02,-8.188139901288183919e-01,0.000000000000000000e+00
1.080023129700764084e+00,1.207829633610712383e+00,9.568881663257520209e-01,9.784022893144672661e-01,-5.558221130148653932e-01,-6.456955552438663481e-01,-3.993650408589630718e-01,-3.815306243032674793e-02,-9.989661277882788681e-01,-1.091216294493081884e+00,5.784821522305821223e-02,3.921642155200324442e-01,-5.002741071431395653e-02,1.204136168281946112e-01,-5.323478871262270484e-01,-7.706127293999484040e-01,-5.196937723808388032e-01,-5.310966812145631044e-01,-7.691268292138098150e-01,-3.948580384972957824e-01,9.631015413810164461e-01,1.467674745861234031e+00,8.292016217498233699e-01,7.724565042529372150e-01,-3.807559328739001242e-02,-4.686126016849272435e-01,-3.079457588326455775e-01,-1.532135552472622952e-02,-6.418636979697790457e-01,-2.474769120703610437e-01,1.000000000000000000e+00
4.693926079703766296e-01,8.424800947565258546e-01,5.655812640580185624e-01,3.632228939838166859e-01,1.362086547583487794e+00,1.342883179326078924e+00,1.563102492091385853e+00,1.183192000812393507e+00,1.038260288368509254e+00,1.490240694238985419e+00,5.299328858465442993e-01,-2.628139313938330779e-01,3.623330879777172386e-01,4.024755344088609688e-01,5.526961052176762035e-01,7.982066424643309288e-01,9.153421804413588436e-01,3.412669002463740164e-01,-6.771071665077500468e-01,8.280285504992601631e-01,8.119312944813008581e-01,7.853592596728653508e-01,6.862295973258009107e-01,6.880766941188954933e-01,2.329062539461221881e+00,1.515507174189526518e+00,2.223227654169192213e+00,1.352027089674016080e+00,6.038273728041587685e-01,2.286134262404198481e+00,1.000000000000000000e+00
-4.848950911059494162e-01,-9.889217337673266162e-01,-5.502612604086023484e-01,-5.073569160518384136e-01,-1.216949068746171925e+00,-1.334392317030503206e+00,-9.826689982569108972e-01,-9.760222598855601284e-01,-9.697585806032354983e-01,-7.453209044597903787e-01,-1.046209129912449187e+00,-9.840156305579926821e-01,-1.044048876949126070e+00,-6.893373047504984807e-01,-1.258710670326646630e+00,-1.148426015962204394e+00,-8.422121345134986337e-01,-1.303214689350312705e+00,-4.046805334963883283e-01,-9.210056553529126777e-01,-6.355755902159752058e-01,-8.642483477467476360e-01,-6.973225973608390138e-01,-5.927385072074136119e-01,-1.256713372739453494e+00,-1.122818686170111269e+00,-1.006321258701253551e+00,-1.128081092441475697e+00,3.952047539266249801e-04,-8.930711855311790348e-01,0.000000000000000000e+00
